cell,cm,cc,n,crpss,lat,lon
g-38p9_174p8,0.39326618402305097,0.901530563249944,1179,0.563779421292875,-38.9,174.8
g-38p9_174p9,0.2368124055363655,0.7715381001634524,1200,0.6930645350032666,-38.9,174.9
g-38p9_175p0,0.3111382866976968,0.80406106852764,1182,0.61304147299727,-38.9,175.0
g-38p9_175p1,0.6305508331104482,0.9976953716094916,1200,0.36799262474953887,-38.9,175.1
g-38p9_175p2,0.6713781039506821,0.9735498854145408,1200,0.31038140519650204,-38.9,175.2
g-38p9_175p3,0.45160908985315207,0.8815601446976264,1200,0.48771607635681713,-38.9,175.3
g-38p9_175p4,0.2468778161134001,0.7812999300798401,1200,0.6840165900332642,-38.9,175.4
g-38p9_175p5,0.2659626574803281,0.7309831783237557,1200,0.63615762254582,-38.9,175.5
g-38p9_175p6,0.49162777500207144,0.8176711096102371,1200,0.3987463061567409,-38.9,175.6
g-38p9_175p7,0.31905108816472355,0.7550875440255428,1200,0.5774647712187253,-38.9,175.7
g-38p9_175p8,0.21027258296954995,0.7200875214207918,1200,0.7079902418602326,-38.9,175.8
g-38p9_175p9,0.45810888546008327,0.8012741207672904,1200,0.428274452416604,-38.9,175.9
g-38p9_176p0,0.37034805150838823,0.8216469358544176,1200,0.5492613246062079,-38.9,176.0
g-38p9_176p1,0.33699414941352535,0.8349104072821016,1200,0.5963708842598474,-38.9,176.1
g-38p9_176p2,0.2261322672257812,0.7963032526631529,1200,0.7160224242843345,-38.9,176.2
g-38p9_176p3,0.34725592624901025,0.8258670238095025,1200,0.5795256182439492,-38.9,176.3
g-38p9_176p4,0.3593775170720349,0.8256924285072212,1200,0.564756191695063,-38.9,176.4
g-38p9_176p5,0.31956330586279397,0.8139875154179641,1187,0.6074100648844651,-38.9,176.5
g-38p9_176p6,0.2801376442608138,0.8527383308919767,1200,0.6714846347204942,-38.9,176.6
g-38p9_176p7,0.31690846487022895,0.7571219331134732,1200,0.5814300827780504,-38.9,176.7
g-38p9_176p8,0.3467203257929242,0.8091503331732626,1200,0.5715007315968301,-38.9,176.8
g-38p9_176p9,0.21511299980951085,0.7525205923647931,1200,0.714143370969399,-38.9,176.9
g-38p9_177p0,0.23360030649441132,0.7306467610054339,1200,0.6802828412282882,-38.9,177.0
g-38p9_177p1,0.20106418504128912,0.6844655983150005,1200,0.7062464709164877,-38.9,177.1
g-38p9_177p2,0.3098053880926145,0.7881014692193518,1200,0.6068965733568674,-38.9,177.2
g-38p9_177p3,0.3691669523149522,0.9168545308891298,1178,0.5973549348586973,-38.9,177.3
g-38p9_177p4,0.25360301270982555,0.7425068690457071,1200,0.6584502806879564,-38.9,177.4
g-38p9_177p5,0.33365629532090063,0.7550320737700289,1200,0.5580899051680192,-38.9,177.5
g-38p9_177p6,0.5261693325582544,0.8634888195929428,1200,0.39064719702300743,-38.9,177.6
g-38p9_177p7,0.36480352355918827,0.7824760308054586,1200,0.5337831330326248,-38.9,177.7
g-38p9_177p8,0.35276374086177215,0.7220080824273949,1200,0.5114130306190221,-38.9,177.8
g-38p9_177p9,0.28688385913577275,0.7178508813368777,1200,0.6003573073540018,-38.9,177.9
g-39p0_174p5,0.20764949960665047,0.7745588911852489,1200,0.731912573763242,-39.0,174.5
g-39p0_174p6,0.39319481996885275,0.903279663817957,1200,0.5647031194005764,-39.0,174.6
g-39p0_174p7,0.38025458093858255,0.8524467819292719,1200,0.5539257241631155,-39.0,174.7
g-39p0_174p8,0.29316482381053083,0.7929602898440014,1200,0.6302906620100674,-39.0,174.8
g-39p0_174p9,0.30126989654360786,0.7694936367993553,1200,0.6084829267767373,-39.0,174.9
g-39p0_175p0,0.36046226041178814,0.8058495895176505,1200,0.552692878298112,-39.0,175.0
g-39p0_175p1,0.20572486608062643,0.7654627796452188,1198,0.7312411895768767,-39.0,175.1
g-39p0_175p2,0.3365657032121326,0.8021738398168236,1200,0.580432960405456,-39.0,175.2
g-39p0_175p3,0.20504990655737315,0.7105152279749475,1183,0.7114067391042558,-39.0,175.3
g-39p0_175p4,0.38957980355159266,0.8281159834656865,1200,0.5295588886943212,-39.0,175.4
g-39p0_175p5,0.28229502841629484,0.7294451782935752,1189,0.6130003503804349,-39.0,175.5
g-39p0_175p6,0.18584763212699926,0.6885910160993729,1184,0.7301044774302153,-39.0,175.6
g-39p0_175p7,0.31292378994325465,0.7351746350992471,1200,0.5743544798699284,-39.0,175.7
g-39p0_175p8,0.24974132962626897,0.6494864779167498,1200,0.6154787849820633,-39.0,175.8
g-39p0_175p9,0.412502935866679,0.7869156622312342,1200,0.47579778156014696,-39.0,175.9
g-39p0_176p0,0.2861592928269909,0.7702693039318547,1200,0.628494487101738,-39.0,176.0
g-39p0_176p1,0.4360036770082495,0.8550222633530696,1200,0.49006745707601795,-39.0,176.1
g-39p0_176p2,0.2425464491743136,0.781112870479313,1200,0.6894860418501616,-39.0,176.2
g-39p0_176p3,0.42807685555050806,0.8933908740694945,1200,0.5208403533376489,-39.0,176.3
g-39p0_176p4,0.37646540080210383,0.8507777823368088,1200,0.5575044287498008,-39.0,176.4
g-39p0_176p5,0.20826478455489927,0.7403937607988095,1200,0.7187107785319493,-39.0,176.5
g-39p0_176p6,0.2743635972015494,0.7802077530991907,1200,0.6483454616905497,-39.0,176.6
g-39p0_176p7,0.18457309747402695,0.7427678561992352,1199,0.7515063475976291,-39.0,176.7
g-39p0_176p8,0.37504337791380454,0.8675717949525764,1200,0.5677091162993544,-39.0,176.8
g-39p0_176p9,0.26072468973524304,0.8105391749925911,1200,0.6783317848423227,-39.0,176.9
g-39p0_177p0,0.24671613761547467,0.8396904079072798,1200,0.706182022216553,-39.0,177.0
g-39p0_177p1,0.41922488318870327,0.8962628211531167,1200,0.5322522888438733,-39.0,177.1
g-39p0_177p2,0.28208993213557726,0.7690344815468415,1200,0.6331894877220856,-39.0,177.2
g-39p0_177p3,0.3118766656704734,0.7810441358131454,1199,0.6006926479951373,-39.0,177.3
g-39p0_177p4,0.4172571731656645,0.8497726105246692,1200,0.5089778512535956,-39.0,177.4
g-39p0_177p5,0.35099732067487754,0.7783986913474897,1200,0.5490777096923629,-39.0,177.5
g-39p0_177p6,0.3950886448919912,0.821910669816037,1200,0.5193046405147395,-39.0,177.6
g-39p0_177p7,0.35045336559168483,0.7916474785686781,1200,0.5573113348060998,-39.0,177.7
g-39p0_177p8,0.4027585544827789,0.759805518394957,1200,0.46991888748902233,-39.0,177.8
g-39p1_173p9,0.594207444633274,0.9606871300376951,1200,0.3814766264122236,-39.1,173.9
g-39p1_174p0,0.4284232966161673,0.886317981366689,1200,0.516625741976322,-39.1,174.0
g-39p1_174p1,0.3497101783165712,0.7575265427993584,1193,0.5383525743873547,-39.1,174.1
g-39p1_174p2,0.4201067033967303,0.9185129499124984,1200,0.5426229935715643,-39.1,174.2
g-39p1_174p3,0.373659333245459,0.8388674215103189,1200,0.5545668795043763,-39.1,174.3
g-39p1_174p4,0.5252596940049895,0.944199826597857,1200,0.44369859090357333,-39.1,174.4
g-39p1_174p5,0.3200183092980229,0.7972547999474531,1200,0.5985997082499657,-39.1,174.5
g-39p1_174p6,0.3531882814282469,0.8155555773122857,1200,0.5669353613003287,-39.1,174.6
g-39p1_174p7,0.20287263823746224,0.7540617222012952,1200,0.7309601690890419,-39.1,174.7
g-39p1_174p8,0.28569820052189027,0.7568397292510296,1200,0.6225116236899748,-39.1,174.8
g-39p1_174p9,0.4355416038495546,0.8680055997939781,1200,0.49822719582347075,-39.1,174.9
g-39p1_175p0,0.38075335316878345,0.8538384428693531,1191,0.5540686222920007,-39.1,175.0
g-39p1_175p1,0.3470647976104553,0.8173281178142254,1200,0.5753666244364526,-39.1,175.1
g-39p1_175p2,0.30227662952169876,0.7745994580707823,1200,0.6097639542963933,-39.1,175.2
g-39p1_175p3,0.302687051387754,0.8022514149333212,1187,0.6227030008879302,-39.1,175.3
g-39p1_175p4,0.1824322963210779,0.6770189841169243,1200,0.7305359220332128,-39.1,175.4
g-39p1_175p5,0.40258994532237985,0.8157942673796788,1200,0.5065055475132305,-39.1,175.5
g-39p1_175p6,0.31906699618585427,0.7756486574995021,1200,0.5886449449748978,-39.1,175.6
g-39p1_175p7,0.21725596833992805,0.7601278545055539,1200,0.7141849663156362,-39.1,175.7
g-39p1_175p8,0.2720486241915253,0.7372205625536541,1200,0.6309806888061049,-39.1,175.8
g-39p1_175p9,0.3057689342263093,0.7941386311734095,1200,0.6149678126418445,-39.1,175.9
g-39p1_176p0,0.3750315191484617,0.7605906559340656,1200,0.5069206856243937,-39.1,176.0
g-39p1_176p1,0.2450032472012495,0.7845011604468649,1200,0.6876954942148312,-39.1,176.1
g-39p1_176p2,0.25479396421839373,0.7555284259328618,1200,0.6627605852105486,-39.1,176.2
g-39p1_176p3,0.2486876507987449,0.8632874042664965,1200,0.7119294807619189,-39.1,176.3
g-39p1_176p4,0.26144641670304725,0.7235903978332257,1200,0.6386817493903425,-39.1,176.4
g-39p1_176p5,0.25890715807694675,0.758322895616293,1200,0.6585792680484326,-39.1,176.5
g-39p1_176p6,0.3077514891126367,0.8617449305563544,1200,0.642874035923892,-39.1,176.6
g-39p1_176p7,0.46748236554598604,0.9184888281719759,1200,0.4910309726070444,-39.1,176.7
g-39p1_176p8,0.48569676288309827,0.8786924295670663,1200,0.4472505434894868,-39.1,176.8
g-39p1_176p9,0.36957107075845447,0.7921421585635593,1200,0.5334536020294378,-39.1,176.9
g-39p1_177p0,0.42360485965129596,0.8850644433684647,1200,0.5213852925340676,-39.1,177.0
g-39p1_177p1,0.3410513669900861,0.7843864446752911,1199,0.5651998204389297,-39.1,177.1
g-39p1_177p2,0.616034607543562,0.919045421856766,1200,0.32970167426657226,-39.1,177.2
g-39p1_177p9,0.19543943578137235,0.5632722149835899,1200,0.65302844595829,-39.1,177.9
g-39p2_173p8,0.4682813385473146,0.8654810579167679,1200,0.4589351964854341,-39.2,173.8
g-39p2_173p9,0.7098670456640436,1.0292199440859258,1200,0.31028634866331406,-39.2,173.9
g-39p2_174p0,0.4164955109167634,0.858370670483758,1200,0.5147836182682756,-39.2,174.0
g-39p2_174p1,0.27231642151127394,0.8315375828521714,1192,0.6725145956996562,-39.2,174.1
g-39p2_174p2,0.7164350016511284,1.1155077337054535,1200,0.3577498568554963,-39.2,174.2
g-39p2_174p3,0.3225477531624411,0.9006115078817433,1200,0.6418569490400139,-39.2,174.3
g-39p2_174p4,0.24953601085166988,0.8410396255533891,1184,0.7033005303555351,-39.2,174.4
g-39p2_174p5,0.23515275508745082,0.7613627192362522,1200,0.6911422779889456,-39.2,174.5
g-39p2_174p6,0.601752003565371,0.9886087884614244,1200,0.391314329198024,-39.2,174.6
g-39p2_174p7,0.46385483151820833,0.9321854400836552,1200,0.5024006902783404,-39.2,174.7
g-39p2_174p8,0.3446478345315408,0.8591871100245043,1200,0.5988675452524987,-39.2,174.8
g-39p2_174p9,0.45414437834413235,0.8592460666845242,1200,0.471461789640204,-39.2,174.9
g-39p2_175p0,0.3343506005439262,0.813107501862881,1200,0.5887990213127936,-39.2,175.0
g-39p2_175p1,0.3835466576854108,0.7611185811009878,1200,0.4960750306074574,-39.2,175.1
g-39p2_175p2,0.3550537883182453,0.7606454062803338,1200,0.5332203607795257,-39.2,175.2
g-39p2_175p3,0.40432290718231056,0.7622288930307453,1200,0.4695518486912017,-39.2,175.3
g-39p2_175p4,0.3372653337661743,0.7219687454029917,1200,0.532853276663773,-39.2,175.4
g-39p2_175p5,0.21621977642124587,0.6170173154197013,1200,0.6495725954235643,-39.2,175.5
g-39p2_175p6,0.422533301406244,0.7596095245378092,1200,0.44374933731467103,-39.2,175.6
g-39p2_175p7,0.44405146792164846,0.8325319609697908,1200,0.46662532042086813,-39.2,175.7
g-39p2_175p8,0.22329447361838542,0.6886995544362192,1200,0.675773750425644,-39.2,175.8
g-39p2_175p9,0.27712185860755234,0.76312631857271,1200,0.6368597807950606,-39.2,175.9
g-39p2_176p0,0.2031395425826949,0.6826592067380747,1200,0.7024290589248051,-39.2,176.0
g-39p2_176p1,0.5296639343338763,0.9477836205276771,1180,0.44115521426822435,-39.2,176.1
g-39p2_176p2,0.2961304962062678,0.7249170299060643,1200,0.5914973935091017,-39.2,176.2
g-39p2_176p3,0.31482102480751434,0.7117259344443058,1200,0.5576653743082762,-39.2,176.3
g-39p2_176p4,0.2631862551351952,0.7444758944244434,1200,0.646481159287682,-39.2,176.4
g-39p2_176p5,0.37428652550095404,0.8544005815700317,1200,0.5619308629060487,-39.2,176.5
g-39p2_176p6,0.19373741780094514,0.6045405722937236,1200,0.6795295027662505,-39.2,176.6
g-39p2_176p7,0.33818175362115,0.8299460844571391,1200,0.5925256351533342,-39.2,176.7
g-39p2_176p8,0.39034210724224216,0.7928701775474474,1200,0.5076847152333673,-39.2,176.8
g-39p2_176p9,0.2770963912085919,0.7225037833706787,1200,0.6164775914170841,-39.2,176.9
g-39p2_177p0,0.2540137169792433,0.670065624577882,1181,0.6209121798491557,-39.2,177.0
g-39p2_177p9,0.3070856343825757,0.48867726022954366,1182,0.37159827277755864,-39.2,177.9
g-39p3_173p8,0.5202095696720722,0.900078113428317,1200,0.42203952977965375,-39.3,173.8
g-39p3_173p9,0.42844705965413077,0.8605362513444076,1200,0.5021161990738077,-39.3,173.9
g-39p3_174p0,0.40507255894143945,0.8691194284055382,1200,0.5339276217946548,-39.3,174.0
g-39p3_174p1,0.34898499548347167,0.882437492570219,1200,0.6045215684716596,-39.3,174.1
g-39p3_174p2,0.4395384305377568,0.9141983574194212,1200,0.5192089036579806,-39.3,174.2
g-39p3_174p3,0.47157610781532583,0.9416851025912911,1200,0.4992210171769079,-39.3,174.3
g-39p3_174p4,0.2881709537072857,0.8592082715872675,1200,0.6646087296448742,-39.3,174.4
g-39p3_174p5,0.2527018054107676,0.789538102094084,1200,0.6799371623224654,-39.3,174.5
g-39p3_174p6,0.3539831872309343,0.7854351029917598,1200,0.5493158048544107,-39.3,174.6
g-39p3_174p7,0.33376895962539516,0.8412763477039213,1200,0.6032588333948243,-39.3,174.7
g-39p3_174p8,0.3454462829329797,0.8009449534444139,1200,0.5687015924784724,-39.3,174.8
g-39p3_174p9,0.3118022052785277,0.7957459267632415,1200,0.6081636175672209,-39.3,174.9
g-39p3_175p0,0.31384128530903804,0.7472842152835801,1200,0.5800242011134396,-39.3,175.0
g-39p3_175p1,0.2875681209957703,0.7522751828639789,1178,0.6177354676237321,-39.3,175.1
g-39p3_175p2,0.34693069179712505,0.7319266491927175,1185,0.5260034701841036,-39.3,175.2
g-39p3_175p3,0.5349258680939528,0.8328143618147199,1200,0.3576889489173336,-39.3,175.3
g-39p3_175p4,0.2730382965971097,0.6863047587421413,1200,0.6021617319140639,-39.3,175.4
g-39p3_175p5,0.36024046808805366,0.7484194739151006,1188,0.5186650259064227,-39.3,175.5
g-39p3_175p6,0.41754532868813393,0.7324604466836899,1200,0.4299414656741879,-39.3,175.6
g-39p3_175p7,0.5342393833473202,0.8574872897022093,1200,0.3769710761160642,-39.3,175.7
g-39p3_175p8,0.366854913703327,0.7713455338077619,1200,0.5243961394417613,-39.3,175.8
g-39p3_175p9,0.20798447000221781,0.6917209591499219,1200,0.6993231631179477,-39.3,175.9
g-39p3_176p0,0.10241459476739376,0.6396665605437011,1200,0.8398937804715885,-39.3,176.0
g-39p3_176p1,0.2715305844508948,0.7602915754603843,1200,0.6428599326692879,-39.3,176.1
g-39p3_176p2,0.27528747369093237,0.7152841715902711,1200,0.615135515890288,-39.3,176.2
g-39p3_176p3,0.39573459983592485,0.846414478130949,1200,0.5324576669461216,-39.3,176.3
g-39p3_176p4,0.16822400300584991,0.643666620690686,1200,0.7386473096502391,-39.3,176.4
g-39p3_176p5,0.3516718064466085,0.7985916057306652,1200,0.5596349824828811,-39.3,176.5
g-39p3_176p6,0.17311551556522603,0.6942017403570935,1200,0.7506265030736219,-39.3,176.6
g-39p3_176p7,0.18793977724557565,0.6998629679453249,1200,0.7314620349218734,-39.3,176.7
g-39p3_176p8,0.4100982963667843,0.8120188176771626,1200,0.494964540920493,-39.3,176.8
g-39p3_176p9,0.29680882068439945,0.757343313509288,1200,0.608092109100321,-39.3,176.9
g-39p4_173p9,0.5806160692511781,1.0164808282007773,1200,0.4287978158142952,-39.4,173.9
g-39p4_174p0,0.5605023410593136,0.9852855646874135,1200,0.43112701418990573,-39.4,174.0
g-39p4_174p1,0.5370830893758335,0.9413563462765887,1200,0.4294582582884844,-39.4,174.1
g-39p4_174p2,0.31300743597162844,0.8020120804896578,1200,0.6097222927358825,-39.4,174.2
g-39p4_174p3,0.4162718368442818,0.8680313249211759,1200,0.5204414577065146,-39.4,174.3
g-39p4_174p4,0.3044618305884935,0.7662022838834673,1200,0.6026351826500174,-39.4,174.4
g-39p4_174p5,0.20417714434048542,0.7724770347525676,1200,0.7356851593576688,-39.4,174.5
g-39p4_174p6,0.3824708280544956,0.8233335742307827,1200,0.5354606686459649,-39.4,174.6
g-39p4_174p7,0.18331634190551888,0.7287325869252285,1200,0.7484449780419549,-39.4,174.7
g-39p4_174p8,0.4048268929376507,0.8417538949024553,1200,0.5190673956019377,-39.4,174.8
g-39p4_174p9,0.3900814535715612,0.8858349619599786,1197,0.5596454527957717,-39.4,174.9
g-39p4_175p0,0.29372074917388713,0.7411227951012552,1200,0.6036813992021959,-39.4,175.0
g-39p4_175p1,0.4319024886609561,0.8168600400009502,1200,0.4712650056177877,-39.4,175.1
g-39p4_175p2,0.4516926979254214,0.8405434298701584,1200,0.462618251628954,-39.4,175.2
g-39p4_175p3,0.1595898944040591,0.6957135311110566,1200,0.7706097592364007,-39.4,175.3
g-39p4_175p4,0.2807479029921135,0.6935458351423343,1200,0.595199208521674,-39.4,175.4
g-39p4_175p5,0.18524769414430298,0.6111792689375579,1200,0.6969012144892809,-39.4,175.5
g-39p4_175p6,0.3020705623001439,0.6600942136828477,1200,0.5423826538111751,-39.4,175.6
g-39p4_175p7,0.2506069243626578,0.7283079296195258,1200,0.6559052645581149,-39.4,175.7
g-39p4_175p8,0.2640731186108704,0.7418554316383476,1200,0.6440369547100582,-39.4,175.8
g-39p4_175p9,0.5206506561828571,0.8523805413426211,1200,0.38918049987068226,-39.4,175.9
g-39p4_176p0,0.42548846413271046,0.791010992208882,1186,0.46209538385232474,-39.4,176.0
g-39p4_176p1,0.23961191133143353,0.6989779719539607,1200,0.657196763065924,-39.4,176.1
g-39p4_176p2,0.13166984887709177,0.6287766789722566,1200,0.7905936188786331,-39.4,176.2
g-39p4_176p3,0.23510793592937873,0.728649216381212,1200,0.6773372829562259,-39.4,176.3
g-39p4_176p4,0.3638133863994867,0.7907175763013462,1200,0.5398946510064224,-39.4,176.4
g-39p4_176p5,0.18395100320544172,0.709790375836504,1200,0.7408375635008416,-39.4,176.5
g-39p4_176p6,0.26798897664446997,0.6983028787499727,1178,0.6162281657435019,-39.4,176.6
g-39p4_176p7,0.41948002860315997,0.7997992415803795,1200,0.47551834661123216,-39.4,176.7
g-39p4_176p8,0.1802670379337012,0.6572876776118453,1200,0.7257410353581037,-39.4,176.8
g-39p5_173p9,0.5486421105757014,1.025296506769955,1200,0.4648941969927146,-39.5,173.9
g-39p5_174p0,0.6193084780032085,1.0541186255433908,1200,0.4124869222532147,-39.5,174.0
g-39p5_174p1,0.28207050869811084,0.7991486063770329,1200,0.647036225243654,-39.5,174.1
g-39p5_174p2,0.33392931809376974,0.841565585398736,1200,0.6032046415781687,-39.5,174.2
g-39p5_174p3,0.42544860963720166,0.9866501865924026,1200,0.5687948825038233,-39.5,174.3
g-39p5_174p4,0.3901411131846848,0.8466637935008233,1200,0.539201845904486,-39.5,174.4
g-39p5_174p5,0.29630356731684043,0.8529462928728511,1200,0.6526116945548288,-39.5,174.5
g-39p5_174p6,0.24818128700971612,0.7986245452084889,1200,0.6892390942668486,-39.5,174.6
g-39p5_174p7,0.2778802271562977,0.7568045533495024,1200,0.6328243191370323,-39.5,174.7
g-39p5_174p8,0.3598221973629157,0.8223293406935409,1200,0.5624354141864295,-39.5,174.8
g-39p5_174p9,0.3673591853445013,0.7850610227316243,1190,0.5320628910269001,-39.5,174.9
g-39p5_175p0,0.26485074387675456,0.7616562750594069,1200,0.6522699903495222,-39.5,175.0
g-39p5_175p1,0.22475536346478245,0.6737657823460177,1200,0.6664191483838852,-39.5,175.1
g-39p5_175p2,0.23667579066091776,0.7630028840852902,1200,0.6898100969242711,-39.5,175.2
g-39p5_175p3,0.16534783400760225,0.6680045546032488,1200,0.7524749900757666,-39.5,175.3
g-39p5_175p4,0.3969134947685504,0.7989383540271471,1200,0.5031988478612159,-39.5,175.4
g-39p5_175p5,0.36996630211206055,0.8034404678052912,1200,0.5395224451132332,-39.5,175.5
g-39p5_175p6,0.32227162279078914,0.6810826839786023,1200,0.526824524581638,-39.5,175.6
g-39p5_175p7,0.2034845834345924,0.6519863755581901,1200,0.68790055887229,-39.5,175.7
g-39p5_175p8,0.3843935081931115,0.7931918939761817,1200,0.5153839681010983,-39.5,175.8
g-39p5_175p9,0.1193751813802661,0.64772166473791,1200,0.815699878699334,-39.5,175.9
g-39p5_176p0,0.40858499469520493,0.8071399782598019,1200,0.4937866966073018,-39.5,176.0
g-39p5_176p1,0.3108164848475756,0.8068462675763294,1200,0.6147760765117851,-39.5,176.1
g-39p5_176p2,0.25077420549821644,0.7411804698190342,1200,0.6616556753587353,-39.5,176.2
g-39p5_176p3,0.13463511622034863,0.6907859215776746,1200,0.8050986390793001,-39.5,176.3
g-39p5_176p4,0.26372016051857033,0.758368415456886,1200,0.6522532384742188,-39.5,176.4
g-39p5_176p5,0.39451575420409496,0.8187204851756452,1196,0.5181313264447548,-39.5,176.5
g-39p5_176p6,0.1627463415887297,0.6215160834106306,1200,0.7381462106408523,-39.5,176.6
g-39p5_176p7,0.39776657785361597,0.7749720051093028,1200,0.48673426235891626,-39.5,176.7
g-39p5_176p8,0.3272808979040271,0.7347424957109615,1200,0.5545638100225316,-39.5,176.8
g-39p5_176p9,0.39141979375774444,0.8008315375695626,1200,0.5112332926527078,-39.5,176.9
g-39p6_174p4,0.3302177471732343,0.8593416841576497,1200,0.6157317243409147,-39.6,174.4
g-39p6_174p5,0.3302581140566744,0.7557669186405838,1200,0.5630159167978435,-39.6,174.5
g-39p6_174p6,0.3273907157053048,0.8085517429622511,1200,0.5950899635614418,-39.6,174.6
g-39p6_174p7,0.36113149357175034,0.8154634145833551,1200,0.5571456829166722,-39.6,174.7
g-39p6_174p8,0.40903027600900754,0.8729935944530492,1200,0.5314624544693544,-39.6,174.8
g-39p6_174p9,0.47986527384737715,0.8372873531390602,1200,0.42688101994097705,-39.6,174.9
g-39p6_175p0,0.33928831961282485,0.7793679772224277,1200,0.5646622269213485,-39.6,175.0
g-39p6_175p1,0.31831983366323635,0.7296713122384002,1200,0.5637490081846139,-39.6,175.1
g-39p6_175p2,0.22569543793410754,0.6797710531189417,1200,0.6679831585964622,-39.6,175.2
g-39p6_175p3,0.3034806692059076,0.7462122272063667,1200,0.5933051508120366,-39.6,175.3
g-39p6_175p4,0.2525181418506575,0.7613596305033813,1200,0.6683326358087802,-39.6,175.4
g-39p6_175p5,0.13323067060387042,0.6599259360848616,1200,0.7981126921692346,-39.6,175.5
g-39p6_175p6,0.32997741590179885,0.7444568267185241,1200,0.5567541272254839,-39.6,175.6
g-39p6_175p7,0.3968019205763882,0.8345683717696617,1200,0.5245423454821454,-39.6,175.7
g-39p6_175p8,0.272535978722373,0.7104283763126781,1200,0.6163779660140957,-39.6,175.8
g-39p6_175p9,0.1687012708348218,0.6970612266613171,1200,0.757982133588404,-39.6,175.9
g-39p6_176p0,0.20094809931349125,0.6813816071674228,1200,0.7050872855977808,-39.6,176.0
g-39p6_176p1,0.4599037638261819,0.8153018222159396,1200,0.43590980506312116,-39.6,176.1
g-39p6_176p2,0.21784002147714593,0.6379994371595482,1200,0.6585576588484209,-39.6,176.2
g-39p6_176p3,0.3282968766156922,0.707216831233042,1200,0.5357903515343347,-39.6,176.3
g-39p6_176p4,0.2923516291137703,0.6474917515056828,1200,0.5484859406564897,-39.6,176.4
g-39p6_176p5,0.3307853113389437,0.7754648828987653,1200,0.5734361173101288,-39.6,176.5
g-39p6_176p6,0.29202833863579003,0.7514291439233726,1184,0.6113694271810546,-39.6,176.6
g-39p6_176p7,0.3764778686508065,0.8215258677039916,1200,0.5417333970225545,-39.6,176.7
g-39p6_176p8,0.31103522386748966,0.6307278900345167,1200,0.5068630565068746,-39.6,176.8
g-39p6_176p9,0.48051584445441836,0.7479335885525992,1200,0.35754209757538435,-39.6,176.9
g-39p7_174p5,0.5133611231794243,0.8087227640720084,1200,0.36521989242074215,-39.7,174.5
g-39p7_174p6,0.32255918044206405,0.7364357705445339,1200,0.5619995750565484,-39.7,174.6
g-39p7_174p7,0.3301130675426092,0.7857502975004415,1200,0.5798753515044979,-39.7,174.7
g-39p7_174p8,0.4412173694594332,0.8598189471072207,1200,0.4868485150927795,-39.7,174.8
g-39p7_174p9,0.21712988257661725,0.6888781865950053,1200,0.6848065640605501,-39.7,174.9
g-39p7_175p0,0.3153472828646141,0.7615982825914398,1200,0.5859401339619584,-39.7,175.0
g-39p7_175p1,0.20790349310185668,0.7001018271083013,1200,0.703038208083843,-39.7,175.1
g-39p7_175p2,0.20232487926110218,0.6850829223279531,1200,0.7046709636643838,-39.7,175.2
g-39p7_175p3,0.28279711747627,0.6918575875073051,1200,0.5912495250718284,-39.7,175.3
g-39p7_175p4,0.2621835462843302,0.7391069124375159,1200,0.6452697953809284,-39.7,175.4
g-39p7_175p5,0.392442237751381,0.8274909683580821,1200,0.5257443854280732,-39.7,175.5
g-39p7_175p6,0.3319346437391335,0.7815722597778464,1200,0.5752988420629432,-39.7,175.6
g-39p7_175p7,0.22246798639072982,0.6899536276375875,1200,0.6775609584770735,-39.7,175.7
g-39p7_175p8,0.2420662426078333,0.7285856061335653,1200,0.6677586812448537,-39.7,175.8
g-39p7_175p9,0.22043861978466325,0.6956155123592664,1200,0.6831027832645389,-39.7,175.9
g-39p7_176p0,0.325514978799366,0.6847634320380166,1200,0.5246314806406104,-39.7,176.0
g-39p7_176p1,0.18924605743177828,0.6206022924914335,1200,0.6950606536240107,-39.7,176.1
g-39p7_176p2,0.3198190016559528,0.6135320296976715,1200,0.47872484862192266,-39.7,176.2
g-39p7_176p3,0.41992280357933764,0.7417525944874311,1200,0.43387753989655486,-39.7,176.3
g-39p7_176p4,0.2697422429954519,0.6825599572279801,1200,0.6048079877247239,-39.7,176.4
g-39p7_176p5,0.21358199661139893,0.6688083549526831,1200,0.6806529179401333,-39.7,176.5
g-39p7_176p6,0.2563310240632939,0.6846986753757422,1200,0.6256294436050617,-39.7,176.6
g-39p7_176p7,0.23121443717422158,0.6706258686957881,1200,0.6552258897738614,-39.7,176.7
g-39p7_176p8,0.3113229027034725,0.7137955557042733,1200,0.5638486395501542,-39.7,176.8
g-39p7_176p9,0.2447100837851858,0.7064438151040425,1200,0.6536029071906507,-39.7,176.9
g-39p7_177p0,0.2574981843286166,0.6375772694437788,1182,0.5961302313157156,-39.7,177.0
g-39p8_174p6,0.2540971127733457,0.670054694476227,1200,0.6207815348984755,-39.8,174.6
g-39p8_174p7,0.36450426868668656,0.8038772857092655,1181,0.5465672744253716,-39.8,174.7
g-39p8_174p8,0.37126041572746765,0.7929738011583686,1200,0.5318125073172228,-39.8,174.8
g-39p8_174p9,0.24740162457660528,0.6921548355665679,1200,0.642563178260406,-39.8,174.9
g-39p8_175p0,0.4327973264501594,0.8361635935058196,1200,0.48240113560128683,-39.8,175.0
g-39p8_175p1,0.2446183138433944,0.6951326444682976,1200,0.6480983654126884,-39.8,175.1
